"tipvg","price","count"
"Л",1300,1300
"Л",1310,3930
"Л",1320,1320
"Л",1330,2660
"Л",1340,2680
"Л",1350,1350
"Л",1360,0
"Л",1370,0
"Л",1380,1380
"Л",1390,0
"Л",1400,1400
"Л",1410,0
"Л",1420,0
"Л",1430,0
"Л",1440,0
"Л",1450,0
"Л",1460,0
"Л",1470,2940
"Л",1480,0
"Л",1490,0
"Л",1500,0
"М",0,0
"М",10,70
"М",20,1360
"М",30,450
"М",40,2920
"М",50,16700
"М",60,26220
"М",70,25620
"М",80,33440
"М",90,48150
"М",100,73100
"М",110,106480
"М",120,110880
"М",130,92690
"М",140,128660
"М",150,147450
"М",160,200640
"М",170,310080
"М",180,393120
"М",190,242630
"М",200,196400
"М",210,105210
"М",220,71060
"М",230,62100
"М",240,69600
"М",250,43750
"М",260,41080
"М",270,29970
"М",280,30800
"М",290,19720
"М",300,20400
"М",310,14880
"М",320,13760
"М",330,6600
"М",340,3400
"М",350,3850
"М",360,0
"М",370,3330
"М",380,380
"М",390,0
"М",400,0
"М",410,0
"М",420,0
"М",430,0
"М",440,0
"М",450,0
"М",460,920
"М",470,0
"М",480,0
"М",490,0
"М",500,500
"М",510,0
"М",520,0
"М",530,0
"М",540,0
"М",550,0
"М",560,0
"М",570,570
"М",580,0
"М",590,0
"М",600,0
"М",610,0
"М",620,0
"М",630,0
"М",640,0
"М",650,0
"М",660,0
"М",670,0
"М",680,0
"М",690,0
"М",700,0
"М",710,0
"М",720,0
"М",730,0
"М",740,0
"М",750,0
"М",760,0
"М",770,0
"М",780,0
"М",790,0
"М",800,0
"М",810,0
"М",820,0
"М",830,0
"М",840,0
"М",850,0
"М",860,0
"М",870,0
"М",880,0
"М",890,0
"М",900,0
"М",910,0
"М",920,0
"М",930,0
"М",940,0
"М",950,0
"М",960,0
"М",970,0
"М",980,0
"М",990,0
"М",1000,0
"М",1010,0
"М",1020,0
"М",1030,0
"М",1040,0
"М",1050,0
"М",1060,0
"М",1070,0
"М",1080,0
"М",1090,0
"М",1100,0
"М",1110,0
"М",1120,0
"М",1130,0
"М",1140,0
"М",1150,0
"М",1160,0
"М",1170,0
"М",1180,0
"М",1190,0
"М",1200,0
"М",1210,0
"М",1220,0
"М",1230,0
"М",1240,0
"М",1250,0
"М",1260,0
"М",1270,0
"М",1280,0
"М",1290,0
"М",1300,0
"М",1310,0
"М",1320,0
"М",1330,0
"М",1340,0
"М",1350,0
"М",1360,0
"М",1370,0
"М",1380,0
"М",1390,0
"М",1400,0
"М",1410,0
"М",1420,0
"М",1430,0
"М",1440,0
"М",1450,0
"М",1460,0
"М",1470,0
"М",1480,0
"М",1490,0
"М",1500,0
"О",0,0
"О",10,4553300
"О",20,1931480
"О",30,183990
"О",40,151840
"О",50,103150
"О",60,18300
"О",70,2800
"О",80,80
"О",90,360
"О",100,100
"О",110,110
"О",120,720
"О",130,130
"О",140,140
"О",150,150
"О",160,320
"О",170,0
"О",180,0
"О",190,0
"О",200,0
"О",210,0
"О",220,0
"О",230,0
"О",240,0
"О",250,0
"О",260,0
"О",270,0
"О",280,0
"О",290,0
"О",300,0
"О",310,0
"О",320,0
"О",330,0
"О",340,0
"О",350,0
"О",360,0
"О",370,0
"О",380,0
"О",390,0
"О",400,0
"О",410,0
"О",420,0
"О",430,0
"О",440,0
"О",450,0
"О",460,0
"О",470,0
"О",480,0
"О",490,0
"О",500,0
"О",510,0
"О",520,0
"О",530,0
"О",540,0
"О",550,0
"О",560,0
"О",570,0
"О",580,0
"О",590,0
"О",600,0
"О",610,0
"О",620,0
"О",630,0
"О",640,0
"О",650,0
"О",660,0
"О",670,0
"О",680,0
"О",690,0
"О",700,0
"О",710,0
"О",720,0
"О",730,0
"О",740,0
"О",750,0
"О",760,0
"О",770,0
"О",780,0
"О",790,0
"О",800,0
"О",810,0
"О",820,0
"О",830,0
"О",840,0
"О",850,0
"О",860,0
"О",870,0
"О",880,0
"О",890,0
"О",900,0
"О",910,0
"О",920,0
"О",930,0
"О",940,0
"О",950,0
"О",960,0
"О",970,0
"О",980,0
"О",990,0
"О",1000,0
"О",1010,0
"О",1020,0
"О",1030,0
"О",1040,0
"О",1050,0
"О",1060,0
"О",1070,0
"О",1080,0
"О",1090,0
"О",1100,0
"О",1110,0
"О",1120,0
"О",1130,0
"О",1140,0
"О",1150,0
"О",1160,0
"О",1170,0
"О",1180,0
"О",1190,0
"О",1200,0
"О",1210,0
"О",1220,0
"О",1230,0
"О",1240,0
"О",1250,0
"О",1260,0
"О",1270,0
"О",1280,0
"О",1290,0
"О",1300,0
"О",1310,0
"О",1320,0
"О",1330,0
"О",1340,0
"О",1350,0
"О",1360,0
"О",1370,0
"О",1380,0
"О",1390,0
"О",1400,0
"О",1410,0
"О",1420,0
"О",1430,0
"О",1440,0
"О",1450,0
"О",1460,0
"О",1470,0
"О",1480,0
"О",1490,0
"О",1500,0
"П",0,0
"П",10,11505460
"П",20,36178980
"П",30,18208890
"П",40,44611160
"П",50,72504300
"П",60,51533460
"П",70,77758380
"П",80,116552080
"П",90,144428850
"П",100,168962200
"П",110,179205620
"П",120,172460040
"П",130,161630430
"П",140,134914080
"П",150,97586250
"П",160,65534560
"П",170,42835750
"П",180,27220500
"П",190,18181100
"П",200,13279200
"П",210,9155160
"П",220,6346780
"П",230,5905020
"П",240,3481200
"П",250,2674250
"П",260,1833000
"П",270,1258740
"П",280,641200
"П",290,375840
"П",300,448200
"П",310,358670
"П",320,132800
"П",330,144210
"П",340,154360
"П",350,87150
"П",360,119160
"П",370,64380
"П",380,55480
"П",390,95550
"П",400,270800
"П",410,81590
"П",420,114240
"П",430,41280
"П",440,43120
"П",450,71100
"П",460,198720
"П",470,149930
"П",480,34560
"П",490,48510
"П",500,59000
"П",510,43350
"П",520,36920
"П",530,89040
"П",540,72900
"П",550,43450
"П",560,15120
"П",570,26790
"П",580,23780
"П",590,33040
"П",600,5400
"П",610,2440
"П",620,620
"П",630,630
"П",640,2560
"П",650,650
"П",660,660
"П",670,0
"П",680,0
"П",690,0
"П",700,0
"П",710,710
"П",720,1440
"П",730,0
"П",740,740
"П",750,750
"П",760,1520
"П",770,0
"П",780,0
"П",790,790
"П",800,0
"П",810,0
"П",820,0
"П",830,0
"П",840,0
"П",850,0
"П",860,0
"П",870,0
"П",880,0
"П",890,0
"П",900,900
"П",910,0
"П",920,0
"П",930,0
"П",940,0
"П",950,950
"П",960,0
"П",970,0
"П",980,0
"П",990,0
"П",1000,0
"П",1010,0
"П",1020,0
"П",1030,0
"П",1040,1040
"П",1050,0
"П",1060,0
"П",1070,0
"П",1080,0
"П",1090,0
"П",1100,0
"П",1110,0
"П",1120,0
"П",1130,1130
"П",1140,0
"П",1150,0
"П",1160,1160
"П",1170,0
"П",1180,2360
"П",1190,0
"П",1200,0
"П",1210,0
"П",1220,0
"П",1230,0
"П",1240,0
"П",1250,0
"П",1260,0
"П",1270,0
"П",1280,0
"П",1290,1290
"П",1300,0
"П",1310,0
"П",1320,0
"П",1330,0
"П",1340,0
"П",1350,0
"П",1360,0
"П",1370,0
"П",1380,0
"П",1390,0
"П",1400,0
"П",1410,0
"П",1420,0
"П",1430,0
"П",1440,0
"П",1450,0
"П",1460,0
"П",1470,0
"П",1480,0
"П",1490,1490
"П",1500,0
"С",0,0
"С",10,10992160
"С",20,50496620
"С",30,36060210
"С",40,34384920
"С",50,43630400
"С",60,44684520
"С",70,41573280
"С",80,32015200
"С",90,18708480
"С",100,11933700
"С",110,10373990
"С",120,9867720
"С",130,10219430
"С",140,9901780
"С",150,8776200
"С",160,7177280
"С",170,6261440
"С",180,5895720
"С",190,7001500
"С",200,8542600
"С",210,10598280
"С",220,12928520
"С",230,18844590
"С",240,23052480
"С",250,29915000
"С",260,22772620
"С",270,28507680
"С",280,38993920
"С",290,27735020
"С",300,22074000
"С",310,26828950
"С",320,22445120
"С",330,16293420
"С",340,15540040
"С",350,11376400
"С",360,11700000
"С",370,8296880
"С",380,6808460
"С",390,7154940
"С",400,9524400
"С",410,7251260
"С",420,6017760
"С",430,6903220
"С",440,6130080
"С",450,6711300
"С",460,5390280
"С",470,6404690
"С",480,4661280
"С",490,5340020
"С",500,3450000
"С",510,4080510
"С",520,3569800
"С",530,2975420
"С",540,2939220
"С",550,1584000
"С",560,2347520
"С",570,918270
"С",580,1370540
"С",590,781160
"С",600,891600
"С",610,394670
"С",620,565440
"С",630,306180
"С",640,349440
"С",650,296400
"С",660,302280
"С",670,62310
"С",680,23120
"С",690,43470
"С",700,20300
"С",710,38340
"С",720,15840
"С",730,18250
"С",740,1480
"С",750,3000
"С",760,3040
"С",770,0
"С",780,3120
"С",790,790
"С",800,800
"С",810,4860
"С",820,2460
"С",830,830
"С",840,1680
"С",850,850
"С",860,1720
"С",870,870
"С",880,1760
"С",890,2670
"С",900,0
"С",910,910
"С",920,920
"С",930,0
"С",940,3760
"С",950,0
"С",960,2880
"С",970,0
"С",980,1960
"С",990,990
"С",1000,1000
"С",1010,0
"С",1020,2040
"С",1030,1030
"С",1040,0
"С",1050,2100
"С",1060,0
"С",1070,0
"С",1080,0
"С",1090,0
"С",1100,0
"С",1110,0
"С",1120,0
"С",1130,0
"С",1140,1140
"С",1150,1150
"С",1160,0
"С",1170,0
"С",1180,0
"С",1190,0
"С",1200,0
"С",1210,0
"С",1220,0
"С",1230,0
"С",1240,1240
"С",1250,0
"С",1260,0
"С",1270,0
"С",1280,0
"С",1290,0
"С",1300,0
"С",1310,0
"С",1320,1320
"С",1330,0
"С",1340,0
"С",1350,2700
"С",1360,0
"С",1370,4110
"С",1380,0
"С",1390,0
"С",1400,0
"С",1410,0
"С",1420,0
"С",1430,0
"С",1440,0
"С",1450,1450
"С",1460,0
"С",1470,0
"С",1480,0
"С",1490,0
"С",1500,0
